MMC, 6/24/2024, ,3, Long, , , , 0.9890000000000001, 0.958, 0.895, 0.909, 0.65
MMC, 7/1/2024, ,3, Long, , , , 0.9890000000000001, 0.958, 0.895, 0.909, 0.65
MMC, 7/8/2024, ,3, Long, , , , 0.9890000000000001, 0.958, 0.895, 0.909, 0.65
MMC, 6/24/2024, ,4, Long, , , , 1.0, 0.927, 0.872, 0.923, 0.78
MMC, 7/1/2024, ,4, Long, , , , 1.0, 0.927, 0.872, 0.923, 0.78
J, 7/1/2024, ,2, Long, , , , 0.95, 0.8420000000000001, 0.8, 0.762, 0.67
J, 7/8/2024, ,2, Long, , , , 0.95, 0.8420000000000001, 0.8, 0.762, 0.67
J, 6/24/2024, ,3, Long, , , , 0.941, 0.667, 1.0, 0.833, 0.78
J, 7/1/2024, ,3, Long, , , , 0.941, 0.667, 1.0, 0.833, 0.78
J, 7/8/2024, ,3, Long, , , , 0.941, 0.667, 1.0, 0.833, 0.78
J, 6/17/2024, ,4, Long, , , , 1.0, 0.875, 0.667, 0.923, 0.75
J, 6/24/2024, ,4, Long, , , , 1.0, 0.875, 0.667, 0.923, 0.75
J, 7/1/2024, ,4, Long, , , , 1.0, 0.875, 0.667, 0.923, 0.75
J, 7/8/2024, ,4, Long, , , , 1.0, 0.875, 0.667, 0.923, 0.75
AMP, 6/24/2024, ,3, Long, , , , 1.0, 0.789, 0.778, 0.829, 0.62
AMP, 7/8/2024, ,3, Long, , , , 1.0, 0.789, 0.778, 0.829, 0.62
AMP, 6/24/2024, ,4, Long, , , , 1.0, 0.927, 0.8240000000000001, 0.846, 0.75
AMP, 7/1/2024, ,4, Long, , , , 1.0, 0.927, 0.8240000000000001, 0.846, 0.75
MRK, 6/24/2024, ,3, Long, , , , 0.9540000000000001, 0.7140000000000001, 0.727, 0.75, 0.72
MRK, 7/1/2024, ,3, Long, , , , 0.9540000000000001, 0.7140000000000001, 0.727, 0.75, 0.72
MRK, 7/8/2024, ,3, Long, , , , 0.9540000000000001, 0.7140000000000001, 0.727, 0.75, 0.72
TJX, 6/24/2024, ,3, Long, , , , 1.0, 0.727, 0.6, 0.778, 0.6
TJX, 7/1/2024, ,3, Long, , , , 1.0, 0.727, 0.6, 0.778, 0.6
TJX, 7/8/2024, ,3, Long, , , , 1.0, 0.727, 0.6, 0.778, 0.6
TJX, 6/17/2024, ,4, Long, , , , 1.0, 0.95, 0.727, 0.838, 0.72
KO, 6/24/2024, ,3, Long, , , , 1.0, 0.75, 0.875, 0.963, 0.81
V, 6/24/2024, ,3, Long, , , , 1.0, 0.85, 0.812, 0.769, 0.68
V, 7/1/2024, ,3, Short, , , , 1.0, 0.85, 0.812, 0.75, 0.68
V, 7/8/2024, ,3, Short, , , , 1.0, 0.85, 0.812, 0.75, 0.68
CL, 6/17/2024, ,4, Short, , , , 1.0, 0.727, 0.846, 0.778, 0.72
CL, 7/8/2024, ,4, Short, , , , 1.0, 0.727, 0.846, 0.778, 0.72
ROP, 6/17/2024, ,4, Long, , , , 0.899, 0.848, 0.8390000000000001, 0.818, 0.78
ROP, 6/24/2024, ,4, Long, , , , 0.899, 0.848, 0.8390000000000001, 0.818, 0.78
ROP, 7/1/2024, ,4, Long, , , , 0.899, 0.848, 0.8390000000000001, 0.818, 0.78
ROP, 7/8/2024, ,4, Long, , , , 0.899, 0.848, 0.8390000000000001, 0.818, 0.78
MCD, 7/1/2024, ,2, Short, , , , 0.845, 0.667, 0.72, 0.762, 0.68
MCD, 7/8/2024, ,2, Short, , , , 0.845, 0.667, 0.72, 0.762, 0.68
TMUS, 6/24/2024, ,3, Long, , , , 1.0, 0.848, 0.857, 0.867, 0.86
TMUS, 7/1/2024, ,3, Long, , , , 1.0, 0.848, 0.857, 0.867, 0.86
TMUS, 7/8/2024, ,3, Long, , , , 1.0, 0.848, 0.857, 0.867, 0.86
TMUS, 6/17/2024, ,4, Long, , , , 1.0, 0.848, 0.88, 0.862, 0.83
